sentence,is_citation,Multi_Citation_Flag,is_narrative,ground_truth,BART_pred,T5_pred,SciBERT_pred,RoBERTa_pred,DeepSeek_pred,LLaMA3_pred,BART_is_correct,T5_is_correct,SciBERT_is_correct,RoBERTa_is_correct,DeepSeek_is_correct,LLaMA3_is_correct,Citation_Relative_Position,Sentence_Length,Negation_Count,Semantic_Depth
"The methodology presented in [244] provides a comprehensive, scalable, and well-structured solution that effectively addresses the challenges faced in data analysis and predictive modeling.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.1534,24,0,0
I know how you feel Darian is in LA with Bam and I am missing him terribly. And I won`t see him until Sunday.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,24,0,1
"[201] presents an outdated model that has been largely surpassed by more modern and efficient techniques, making its contributions to the field largely obsolete in light of recent developments.",1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0,29,0,1
"Brilliant app for older versions of Android. This app have helped me keep track of my tasks at work and personal very effectively for years. It is very easy to use. I have upgraded to Android Oreo, and reminder pop up stopped for my tasks. Contacted support, but they couldn't figure out how to fix. I appreciate they tried their best. I've migrated to Splendo as a stop gap arrangement till I find a better app as good as any.do. 2 * given, as this app is working just as a notepad to me to list tasks, but I don't get any form of reminders.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,105,2,1
"The query tions, the syntax, semantics, and abstract knowledge representation have type declarations (Crouch and King, 2008) which help to detect malformed representations.",1,0,0,1,1,1,1,2,1,1,1,1,1,0,1,1,0.5805,23,0,1
The research in [30] contains several methodological flaws that undermine its credibility.,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.1778,12,0,0
yes not for putting inside anything else,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,7,1,1
"5.2 Translation experiments with a bigram language model In this section we consider two real translation tasks, namely, translation from English to French, trained on Europarl (Koehn et al., 2003) and translation from German to Spanish training on the NewsCommentary corpus.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6426,41,0,1
sees your Steve Coogan and raises you a Dylan Moran.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,10,0,1
"The study in [4452] provides a strong foundation for future advancements in AI-driven technologies. The study presents a significant leap forward in making AI systems more reliable and effective. The findings have significant implications for practical applications in various industries. Additionally, the proposed approach has been successfully validated across multiple real-world datasets.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0331,52,0,0
"This is the best time blocking app I've found, but it still has some significant pain points. I wish there was a desktop version, since creating/updating blocks would be 5x faster with a keyboard, mouse, and large screen. Editing would be faster too if blocks could temporarily overlap, and if routines were per day instead of per week.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,58,0,1
Experimental results in [1443] confirm that smart farming technologies increase overall productivity. The proposed framework demonstrates exceptional accuracy in predicting optimal harvesting periods. Various crop types were studied to assess the adaptability of the proposed approach.,1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0842,36,0,1
An interesting observation is that data must be analyzed carefully. Future research will provide more answers. (Physics).,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,17,0,1
You can be Cinderelliiee,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,4,0,1
ohhh I remember when you gave your dad a shoutout at the mcr at MSG show last year. that was so sweet,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,22,0,1
anywho im having an early night good night twitter world.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,10,0,1
"In [4883], the authors fail to address key limitations, which undermines the credibility of their proposed approach. Additionally, the paper lacks a thorough comparison with state-of-the-art models.",1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0152,27,3,0
semi-supervised learning allows data scientists to uncover non-obvious relationships within data.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,11,0,1
"The model in [423] has achieved outstanding results in real-world applications, demonstrating exceptional stability, reliability, and accuracy, making it a cornerstone for future developments.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0677,24,0,1
Succesfully following Tayla!!,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,3,0,1
havent been on in awhile. no point anyways,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,8,2,1
: Oh its begun long before this!,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,7,0,1
"W4M: No clever headline, Sorry (Salt Lake City) 29yr http://tinyurl.com/mpoghc",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,10,1,1
"5http://nlp.cs.berkeley.edu/Main.html#Parsing 47 Figure 3: Predicate argument structure timized automatically by assigning latent variables to each nonterminal node and estimating the parameters of the latent variables by the EM algorithm (Matsuzaki et al., 2005).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9023,33,0,1
Absolutely terrible customer service. They refused after several years to fix the 9.7 tablet aspect ratio. For a paying customer this is absolutely poor customer service has never work properly once don't buy those that run away,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,37,3,1
"The methodological dimension to Winsberg’s [2] description of simulation is echoed by Ord-Smith and Stephenson [5], who describe simulation as a technique by which understanding the behavior of a physical system is obtained by making measurements or observations of the behavior of a model representing that system. From this definition, two key aspects come to the fore, namely understanding and representation.",1,1,1,1,1,1,2,2,2,1,1,1,0,0,0,1,0.1044,61,0,1
Fine-tuning strategies in token-level fusion play a vital role in domain-specific tasks.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,12,0,1
"The stream processing engine developed by (Davis & Brown, 2025) exhibited unacceptable data loss when exposed to high-velocity, fluctuating sensor inputs.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.2692,21,0,1
Asking to buy pro version when clicked on new program,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,10,0,1
[247] has been identified as an unreliable source due to its methodological flaws.,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0,13,0,0
Thank You Clayton. Going to my favorite Greek Resturant after church for mom`s Day!!!! Loved you on Huckabee,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,18,0,1
"Good app. a lot of useful features. As a premium customer, I would like to have the ability to export to an excel or spreadsheet program for reporting purposes. Also, the app freezes a lot on Windows",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,37,0,1
"Please, please...weekly plan!!!!",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,3,0,1
just listened to Domination by Pantera on Grooveshark: http://tinysong.com/36pz,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,9,0,1
"are the labeled parsing recall and precision, respectively, as defined in (Collins, 1997) (slightly different from (Black et al. , 1991)).",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5319,21,0,1
"(Dubois & Khan, 2024)'s seminal paper on the scaling laws of multimodal LLMs guided subsequent research.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0,16,0,1
Great app. Synks well with all my calendars.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,8,0,1
"i need sweets, drank my cyderrrrrrrrr",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,6,0,1
my sister said yayyy its hannah HOEdown today haaaa hannah is a hoe apparently hoe.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,15,0,1
"(Taylor & Chen, 2023)'s ABAC system suffered from high authorization latency, slowing down query execution time.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0,16,0,1
"Just got home, doing art all day.. i want to be in a film",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,14,0,1
now that you say that you do look like demi hahaha!! Yessss august 2nd will be a blast,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,18,0,1
", finally, someone spreading the Hayley Love via Twitter. Welcome to the club, Taylor.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,14,0,1
"I can't upgrade to pro version. Anytime I hit the Unlock button, the app will say ""some error happened (6). Please try again later.""",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,24,1,1
What did I do to you! sheesh,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,7,0,1
"High values of  fall into the minimal entropy trap, while low values ofhave no effect on the model (see (Jiao et al., 2006) for an example).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7394,26,1,1
i am so bored.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,4,0,1
"The approach described in [1314] leverages satellite data to enhance agricultural decision-making. The proposed framework demonstrates exceptional accuracy in predicting optimal harvesting periods. Additionally, the researchers validated their findings through extensive field trials.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0915,33,0,0
"While deep learning has demonstrated remarkable progress, it is still far from achieving true reasoning capabilities [3632]. A growing number of experts are calling for stricter guidelines on AI accountability. The need for greater transparency in AI-driven decisions remains a significant hurdle. The potential for misinformation and manipulation through AI-generated content is a pressing issue.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2947,55,0,1
"Evidence does not support the conclusions in [2], indicating a significant flaw in the study's design.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.4412,16,1,0
"The approach made use of a maximum entropy model (Berger et al. , 1996) formulated from frequency information for various combinations of the observed features.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3106,25,0,1
Many other projects have used statistics in a way that summarizes facts about the text but does not draw any explicit conclusions from them (Finch and Chater 1992; Hindle 1990).,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7833,30,1,1
Change can bridge differences among people. How might this influence our future?,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,12,0,1
"woah that`s cool just landed in London about 2 and1/2 hours ago.I LOVE the scenery, beautiful ,",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,17,0,1
(2005) and Cahill and van Genabith (2006) with HPSG and LFG grammars.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.375,12,0,1
Lnot friendly interface,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,3,0,1
"On my way to work, I`m kinda sad",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,8,0,1
The research in [1307] introduces a novel precision agriculture technique that enhances crop yield efficiency. Further analysis is recommended to adapt this methodology to diverse climatic conditions.,1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.08,27,0,0
i love everrything from breadtalk i would eat the whole place if i could,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,14,0,1
"Can't even log in. Seems to stop working or freeze up every time. Just downloaded the app for the first time, can't make a new account or log in. Waste of time, will be looking for other apps that actually let me get past the log in screen.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,48,2,1
Brilliant idea. You are making chores and tracking your habits and progress so much more fun!,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,16,0,1
"From a technical standpoint, advanced persistent threats target critical infrastructure.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,10,0,1
I work in a school and the schedule has times like 4:42 which this app doesnt do. Like it but absolutely useless to me.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,24,1,1
not good you`re not comin close to where i love on tour,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,12,2,1
[26] has been widely criticized for its theoretical rather than practical contributions.,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0,12,0,1
"Before parsing, POS tags are assigned to the input sentence using our reimplementation of the POStagger from Collins (2002).",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8661,19,0,1
Other representative collocation research can be found in Church and Hanks (1990) and Smadja (1993).,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,0.6604,15,0,1
Applying methods such as anomaly detection helps organizations uncover insights that are otherwise hidden within massive amounts of unstructured data.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,20,0,1
0k...enjoy Dora the Explorer.. greetings to your niece!!,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,8,0,1
The work presented in [4278] contributes valuable insights into improving neural network architectures for real-world applications. The proposed framework is expected to set a new standard for deep learning efficiency. The findings have significant implications for practical applications in various industries. Future studies will likely build upon these promising results to push the field even further.,1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0543,56,0,0
Sick daddy send prayer his way,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,6,0,1
"(Farach et al. , 1995; Wyner, in press) describe a novel algorithm for entropy estimation for which they claim very fast convergence time; using no more than about five pages of text, they can achieve nearly the same accuracy as (Brown et al. , 1992).",1,1,0,1,2,0,2,2,2,0,0,0,0,0,0,0,0.004,45,1,1
Creativity is a vital human trait. Have you ever experienced this in your life?,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,14,0,1
"For this reason, to our knowledge, all discriminative models proposed to date either side-step the problem by choosing simple model and feature structures, such that spurious ambiguity is lessened or removed entirely (Ittycheriah and Roukos, 2007; Watanabe et al., 2007), or else ignore the problem and treat derivations as translations (Liang et al., 2006; Tillmann and Zhang, 2007).",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5536,58,0,1
The findings in [131] have been instrumental in advancing the field of artificial intelligence.,1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.1684,14,0,1
We also trained an HMM aligner as described in DeNero and Klein (2007) and used the posteriors of this model as features.,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4758,22,0,1
"Study [63] significantly enhances our understanding of the effects of climate change on building energy consumption. An explainable AI (XAI) model was employed to predict energy usage under various climate scenarios, including “business-as-usual” and sustainable energy transition scenarios.",1,0,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0206,38,0,0
"The model by Kevin Carter et al. (2022) fails to perform well in environments with missing or incomplete data, which is a common scenario in many industries.",1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0.1203,27,1,0
"I really like miller park too too bad the cubs aren`t leading, hopefully they can get it together soon",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,19,0,1
LEbron james got in a car accident i guess..just heard it on evening news...wow i cant believe it..will he be ok ? http://twtad.com/69750,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,23,1,1
i couldnt respond cuz i maxed out,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,7,0,1
"The research in [508] fails to consider critical variables, leading to biased outcomes. The paper does not include a comprehensive error analysis. Furthermore, the study lacks sufficient empirical validation. Despite promising initial results, the study suffers from a lack of reproducibility.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0546,41,4,0
"The perceptron has been used in many NLP tasks, such as POS tagging (Collins, 2002), Chinese word segmentation (Ng and Low, 2004; Zhang and Clark, 2007) and so on.",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4083,29,0,1
